# High-quality Arabidopsis PPIs dataset, a total of 11858 PPIs.
Protein1	Protein2
Q9FLM6	Q9LQF0
Q9FTA2	Q9LQF0
Q8L4M6	Q9LQF0
Q8S3D1	Q9LQF0
Q8LC79	Q9LQF0
Q8LAT0	Q9LQF0
Q7X887	Q9LQF0
Q8VZ42	Q9C7S0
Q9LPF0	Q9M9A3
Q9MA75	Q9SFV6
F4I9R1	Q9MA75
Q6X7J9	Q8VZS3
A0A178WKB2	A8MS70
Q3E7N5	Q9FZF2
Q0WPF2	Q6X7J9
Q6X7J9	Q9M1U4
A1YKT1	Q6X7J9
O22179	Q6X7J9
O64722	Q6X7J9
Q6X7J9	Q9C7T4
F4K5X6	Q9LPE8
A0A178W5Y4	Q9CAR0
A0A178W5Y4	P29385
A0A178W5Y4	Q9SJ56
A0A178W5Y4	Q6DR69
A0A178W5Y4	Q9SJ29
A0A178W5Y4	Q67XK8
A0A178W5Y4	Q9ZWS9
A0A178WKB2	Q9FMX2
A0A178W5Y4	Q7G8V2
A0A178W5Y4	Q9SFV2
A0A178W5Y4	Q6NLH4
A0A178W5Y4	F4KCU5
A0A178W5Y4	Q38847
A0A178W5Y4	Q9SZI6
A0A178W5Y4	Q9LRH6
A0A178W5Y4	Q9M128
A0A178W5Y4	Q9SVX5
A0A178W5Y4	Q9SFV6
Q9C688	Q9LXG0
Q8H125	Q9FH54
Q9LPR8	Q9SCQ6
Q8GWP0	Q9M9A3
Q9C690	Q9LXU1
Q9C690	Q9FG01
O23310	Q9SYH4
A0A178VQX8	Q9SYG2
Q8H1G0	Q9FIW6
Q8H1G0	Q9LXU1
Q8H1G0	Q9FMC8
P28148	Q8GWP0
A0A178WA62	Q9FFX5
A0A178WA62	Q9FTA2
A0A178WA62	Q9LET0
A0A178WA62	Q9LIJ0
A0A178WA62	Q8LAT0
A0A178WA62	O82256
A0A178WA62	Q9FG05
Q9FE25	Q9FK72
Q38897	Q9FE25
O81126	Q9FE25
Q9C9E3	Q9FE25
Q9C9A5	Q9FE25
Q3ECP0	Q8VZI9
Q39057	Q9C695
O81836	Q9C518
Q7XJK6	Q9C518
O80748	Q9FH95
O80748	Q9FME3
O80748	Q94C33
O80748	Q9C9N3
Q9C519	Q9LXU1
Q93V43	Q9C519
O65685	Q9FPQ8
Q9FJV5	Q9SRB0
Q9S7H5	Q9S7Y1
Q6S591	Q9LVG2
Q9C9G7	Q9LXU1
Q8VZI9	Q9C9F0
B3H7D8	F4HVK3
F4K5X6	Q9FYG7
P93007	Q9FYG7
P35631	Q9LKL2
P35631	Q3E7N5
P35631	Q9C9L2
Q9CAA4	Q9LYD3
Q39237	Q9CA46
Q84TK1	Q9CA46
Q0V7X4	Q9CA46
A1YKT1	Q94JW8
Q8L925	Q9S7W5
Q8RU59	Q9C9L2
O22152	Q9C9L2
Q8L5T5	Q9C9L2
Q9C9L2	Q9SIV3
Q9C9L2	Q9ZPX0
O64647	Q9C9L2
Q9C9L2	Q9LT89
Q9C9L2	Q9FMC2
Q6QPM2	Q9C9L2
Q93Z00	Q9C9L2
Q9C9L2	Q9FML4
Q93Z00	Q9CAR4
Q9CAR4	Q9S7W5
Q8LAT0	Q8LC03
Q9C9L2	Q9FGD6
P48731	Q9C9A5
O04541	Q9FH19
O04541	Q8GWP0
A1YKT1	Q9C7T4
O64647	Q9C7T4
Q7X9H5	Q84MZ4
Q38841	Q9LVQ7
Q8LA53	Q9C7T4
A0A178WGB1	Q9M274
Q1PFE1	Q6J9Q2
Q1PFE1	Q9S7W5
O82277	Q1PFE1
Q8S307	Q9FTA2
Q8S307	Q93Z00
Q8LPR5	Q8S307
Q8S307	Q9S7W5
Q7G8V2	Q8GWP0
Q7G8V2	Q9SUT6
Q9LZR5	Q9S7N6
Q9C9A9	Q9SMP0
P48731	Q8GWK7
Q84WW6	Q9LX93
Q84WW6	Q9SJ29
Q2HIW3	Q9M274
A0A178VX63	Q2HIW3
Q93V43	Q9S851
Q9LQZ5	Q9XGX0
Q9LQZ5	Q9LT89
Q9C5K8	Q9CAR0
Q93VY3	Q9CAR0
Q9CAR0	Q9LV58
A0A178U6H4	Q9AT76
Q84MB2	Q93ZE2
A0A178W1H3	Q6R0A6
Q39140	Q93ZE2
A0A178VMH7	Q39237
P33077	Q8RYC6
Q8RYC6	Q9XFM0
Q93WT0	Q9SAH7
O64722	Q9LXD8
Q9FMX2	Q9ZVP8
A1YKT1	Q9ZVP8
Q9LSI4	Q9ZVP8
Q39237	Q7X887
O64722	Q9FMC2
O64722	Q9FH95
O82248	Q9SIT9
Q94KL5	Q9SIT9
Q1G3Q4	Q9ZVC9
Q8GY55	Q9S7H5
Q8RU59	Q9LXU1
A1YKT1	Q8RU59
Q38850	Q9SIT9
Q9SCW5	Q9SIW1
Q9LT89	Q9SIT9
Q9M565	Q9SIT9
Q6J9Q2	Q9SB92
Q9LV52	Q9SIT9
A1YKT1	Q9SIT9
P48000	Q9ZPW7
Q9LXG0	Q9ZPW7
Q93Z00	Q9SI19
Q9SI19	Q9SJT8
Q9LXU1	Q9SIV3
O81836	Q9SIV3
P94077	Q9SIV3
Q8RYD3	Q9SIV3
O22607	Q84VG7
Q6R053	Q9ZV51
Q8GWP4	Q9FH80
Q8GWP4	Q9ZSI7
Q8GWP4	Q9LHF0
Q8GWP4	Q8H174
Q1PF16	Q8GWP4
O65517	Q9SJT8
C0SVM5	Q9SJU5
O81001	Q8L8A8
P46601	P46603
B3H7D8	P46603
P46603	Q9SIZ5
Q700E3	Q8S3F1
Q9FPW6	Q9FVC1
P29384	Q9FVC1
Q8L8A6	Q94KL5
P93751	Q94KL5
P93831	Q93V43
O22179	Q9LU68
O22179	Q9ZW36
Q8LAT0	Q9ZVC9
O82307	Q93Z00
A0A178VQX8	O24646
Q9SD38	Q9SIB4
Q0V7X4	Q39237
Q0V7X4	Q9LXU1
Q84VG7	Q8LBW3
Q8LBW3	Q9AT61
Q8LPH6	Q9ZW36
Q9FTA2	Q9ZW36
O82277	Q8L8A6
O82277	Q9SFD5
O82277	Q9SJN0
O82277	P93007
O82277	Q9SIZ5
O82277	Q9FGD6
O82277	Q9LVG2
O82277	Q7XJK6
O82277	Q6R053
Q84TK1	Q9M0R7
Q7XJU1	Q93Z00
F4K5X6	Q58G01
Q58G01	Q9LXG5
P94077	Q58G01
Q84JG2	Q93Z00
O22798	Q9M274
P94077	Q38831
O22781	P92953
P93007	Q9LSI4
P93007	Q8VZI9
O64647	P93007
O64647	Q8VY64
O23661	Q8LPR5
Q84VG7	Q9FTA2
Q84VG7	Q9XEE6
F4IP06	Q8L5W8
B3H6R4	Q8LPR5
P46639	Q9SJ50
Q93Z00	Q9SJ56
F4K5X6	Q9XEE6
Q8S8P5	Q8VWJ2
O80438	Q9S7W5
O80917	Q8L8A5
Q8GYE4	Q9FMC2
O80438	Q9FG01
Q9LKG8	Q9XEE6
Q66GR3	Q9LRM4
A1YKT1	Q66GR3
O22230	Q9LXU1
Q9LX86	Q9SHC2
P46602	Q9SIZ5
A1YKT1	Q9SIZ5
Q8H1D2	Q9SIZ5
Q66GR3	Q9SIZ5
P93751	Q7XJK6
Q66GR3	Q9LXD8
O64647	Q93Z00
O64647	Q9XFB1
O64647	P59467
O64647	Q9S763
O22152	Q93WJ9
O22152	O82595
O22152	Q93Z00
O22152	O64647
Q9LXU1	Q9SK55
P29385	Q9LVQ7
O23310	Q8VYU9
A0A178VFA3	Q8VYU9
P46897	Q8GW81
P42775	P42776
O80831	Q9LST3
O64647	Q9FL64
O64647	Q39262
F4K5X6	Q8L5W8
O82239	Q9FME3
F4J2A8	O50055
F4J2A8	Q9SDW0
O82256	Q1G3I2
Q8L8A6	Q9S7W5
Q9FTA2	Q9S763
Q8VZI9	Q9S763
Q8LAT0	Q9FMX2
Q8LAT0	Q9LXG0
Q8LAT0	Q9M1U4
Q8LAT0	Q8LPR5
Q945M9	Q9S7W5
Q9FMC8	Q9S7W5
Q9LV52	Q9S7W5
Q9FGD6	Q9S7W5
F4KGY6	Q9S7W5
O49608	Q9S7W5
C0SVM5	Q96502
Q8GXL7	Q9SFV2
F4JCN9	Q9C8Z9
Q93Z00	Q9M9X4
Q8LPR5	Q9M9X4
Q9LVQ7	Q9M8W6
Q8VZI9	Q9M8W6
F4K2U3	Q9SCW5
Q9SCW5	Q9SFV6
Q5XEN5	Q9SFD5
Q93Z00	Q9SFD5
Q6NLH4	Q9SSE5
C0SVM5	Q9SSE5
O81834	Q9SSE5
Q38847	Q9SFV6
Q2V3L3	Q9SFV6
F4K5T4	Q9SFV2
Q9LXG0	Q9SFV2
O81788	Q9SQY8
Q8VZI9	Q9LST3
Q8VZI9	Q9LZZ6
Q05153	Q8VZI9
Q8VZI9	Q9LHG0
P59467	Q9SRL8
Q7X9H5	Q9LPN9
Q9FR97	Q9LZM8
Q39140	Q8L746
P43273	Q39140
Q8LPR5	Q93WJ9
Q8LAJ7	Q8LPR5
Q8LPR5	Q9SN23
P59467	Q8LPR5
Q9LJG8	Q9LST3
F4K5X6	Q9LSI4
Q9FY90	Q9LVJ7
A8MS70	Q8GWP0
B9DI20	Q8H174
Q8LPR5	Q9LV17
Q8LPR5	Q9FKM7
F4KGY6	Q8LPR5
Q8GWP0	Q9LIB5
Q9LIB5	Q9SD38
F4JI72	Q8LAL2
A0A178VFA3	Q9M2Y9
Q9FMY5	Q9LIH5
A0A178U8Q1	A1YKT1
A1YKT1	O04017
A1YKT1	Q4PSE2
A1YKT1	Q6R053
A1YKT1	F4KGY6
A1YKT1	Q9FF62
A1YKT1	O23090
A1YKT1	Q9LV59
Q6X7K0	Q93V43
A0A178VFA3	Q05466
A0A178VFA3	Q0WPF2
Q8GXL7	Q9FMC8
F4JP79	Q8GXL7
Q6NLH4	Q9LJB7
Q8W4D8	Q93XW7
O81788	Q04996
Q1PDN3	Q9LV52
Q93Z00	Q9LV59
Q570R7	Q8S3D2
Q39262	Q8S3D2
Q8S3D2	Q9LXU1
Q38895	Q93Z00
P49678	Q8LA53
Q7X9H6	Q8L467
Q9FK12	Q9LUA2
F4K1A8	Q9LS00
Q5PP38	Q9LVW4
O65515	Q9M1U2
Q4PSE2	Q9M1U4
P48000	Q9M1U4
Q9FF62	Q9M1U4
O82617	Q9M1U4
Q93Z00	Q9LUZ4
O04017	Q93Z00
Q93Z00	Q9FFL3
O49608	Q93Z00
Q93Z00	Q9SZC2
O82617	Q93Z00
A2RVQ5	Q93Z00
Q8L8A8	Q9SMP0
Q9LTF7	Q9SB04
Q9LVQ7	Q9SN22
Q29PT3	Q9FG01
Q9LST3	Q9LYL9
O65517	Q9M2U4
F4KCU5	Q9SD38
P48007	Q9SD38
B3H7D8	Q67XJ2
Q8LAV5	Q93V43
F4K2U3	O80366
Q8VWJ2	Q9M274
Q9M274	Q9SPG1
O82617	Q9M274
Q9C5W9	Q9ZSY8
O81788	Q8GXR6
Q9LKG8	Q9M2K4
O81788	Q9M2K8
O81788	Q9XF92
O49743	Q94AW5
P46602	Q9ZWS6
Q9M274	Q9SZC2
Q9LXU1	Q9LZK4
C0SVS4	O81316
F4JI72	Q9LXG0
Q9LXU1	Q9ZSI7
O82595	Q93V43
Q9FTA2	Q9M128
Q8S3D1	Q9M128
O04609	Q9STX0
P42775	P94077
Q9ASZ1	Q9LXU1
F4JI72	Q9FIW9
Q9LVG2	Q9T0B9
O82617	Q6NLH4
B9DI20	O82617
O82617	Q1G3I2
P46639	Q96276
Q0WPF2	Q9LXU1
Q9LXU1	Q9XEC3
F4JI72	Q9FDW1
Q6R053	Q94BZ5
F4JRH5	Q9LVR0
O81126	Q9T012
Q7XA73	Q84MB2
P46601	P49677
P49677	Q38829
Q38832	Q9FGV1
O23310	Q9FGP8
P46600	P46604
Q8GWP0	Q9FG01
Q8GWP0	Q9FNN6
Q8L8A5	Q93V43
A0A178UQH2	O49697
Q8GWP0	Q9FLF7
Q8GWP0	Q9LTH4
P48000	Q8GWP0
P94077	Q9XFM0
Q8VZ22	Q9LXD8
Q9LST3	Q9XED8
Q9LXG5	Q9SUM5
Q39237	Q700E3
Q700E3	Q93VJ4
Q84WK0	Q8S3D1
Q9LXU1	Q9ZSY8
Q4PSE2	Q9SUE3
Q93VY3	Q9LXU1
O81836	Q9LVG2
Q39057	Q9SZC2
O81788	Q93W88
O81788	Q9FLE9
O81788	P48000
Q8L4M6	Q9FIX0
Q8GY61	Q9LXU1
Q93WC4	Q94JM3
F4K5X6	Q84WK0
Q9FG01	Q9SZL8
P46604	Q9LKG8
F4JSU0	Q9LXU1
A0MFC4	O24646
Q93VJ4	Q9FMX2
B3H7D8	Q93VJ4
O65517	Q9XGX0
O65517	Q93WJ9
Q9FMT4	Q9SDW0
Q8L8A5	Q9LEZ9
Q39057	Q9LZR0
Q1PDN3	Q8GYY1
Q93W88	Q9LXU1
Q8H181	Q9LXU1
Q9FMR3	Q9LXU1
O04017	Q9FTA2
Q7XJK6	Q9FTA2
Q39262	Q9FTA2
Q9FTA2	Q9LXU1
Q9LEZ3	Q9LVQ7
Q9LKL2	Q9LXU1
F4K5X6	Q6R053
P48000	Q6R053
O81821	Q9LVW2
O50055	Q9FG68
Q39057	Q9FIX0
P48000	Q39057
Q39237	Q9LXG0
Q9FL64	Q9LXG0
Q9FMY7	Q9LXG0
F4KGY6	Q9LXG0
Q9FDW1	Q9LXU1
Q6R053	Q9FIW9
A0A178U8Q1	Q9FMX2
Q9FMX2	Q9LUZ4
Q9FL64	Q9FMX2
F4K5X6	Q9FKW2
Q39261	Q7XJL1
Q7X9H5	Q7X9H9
F4K1A8	Q38897
Q7XJK7	Q9FKK2
P48000	Q9FJA2
P48000	Q8LPH6
Q9FKH1	Q9FME3
Q9FIW6	Q9LVQ7
B9DI20	Q9FIW9
Q9FKA9	Q9FL64
Q9FGJ3	Q9FGP8
F4KIX1	Q39237
Q9FFH0	Q9LU68
Q39237	Q9FLI1
Q93W88	Q9FH95
O82230	Q9FYL3
O82230	Q8LBP4
Q8RWZ1	Q9ASS4
O04567	Q94F62
Q8W4S5	Q9SSL9
Q94F62	Q9LJF3
Q9LT96	Q9LVI6
Q8W4S5	Q9FZ59
F4I171	Q6R0A6
F4I171	Q9SG83
F4I171	Q7XHI5
Q9SP32	Q9ZVD0
O64668	Q9LD45
Q8RWA2	Q8VYB1
Q84VW5	Q8RWM3
F4I171	Q84VW5
Q9FHZ2	Q9LYW3
Q6ID77	Q8LCH5
Q6NPF4	Q9SJZ6
Q8VYB1	Q9LYW3
C0LGD6	C0LGR6
C0LGD6	Q93ZS4
C0LGD6	Q9SH71
C0LGD6	C0LGR3
C0LGD6	C0LGU7
C0LGD6	O49545
C0LGD6	Q94C77
C0LGD6	C0LGQ9
C0LGD6	Q9M2Z1
C0LGD6	Q6R2K2
C0LGD6	Q9LPT1
C0LGD8	C0LGU7
C0LGD8	Q9LPT1
C0LGD8	Q9SH71
C0LGD8	C0LGR3
C0LGD8	Q9FN94
C0LGD8	O49545
C0LGD8	Q93ZS4
C0LGD8	Q9LRT1
C0LGD8	Q9M2Z1
C0LGD9	Q9LP77
C0LGD9	O64483
C0LGD9	Q93ZS4
C0LGD9	Q9FN94
C0LGD9	C0LGI2
C0LGD9	Q9M0G7
C0LGD9	Q8W4S5
C0LGD9	P47735
C0LGD9	C0LGR3
C0LGD9	Q9SH71
C0LGD9	O49545
C0LGD9	Q9FG24
C0LGD8	Q6R2K2
C0LGD8	C0LGR6
C0LGE0	O49545
C0LGE0	Q9FK10
C0LGE0	C0LGP9
C0LGE0	C0LGR9
C0LGE0	Q9M8T0
C0LGE0	Q9SUQ3
C0LGE0	Q9M9C5
C0LGE0	Q9FMD7
C0LGE0	Q8W4S5
C0LGE0	Q9LVI6
C0LGD9	O65924
C0LGD9	C0LGT1
C0LGD9	Q6R2K2
C0LGD9	Q9LPT1
C0LGE0	Q9LP77
C0LGE0	Q9LJM4
C0LGE0	C0LGU5
C0LGE0	Q9C9Y8
C0LGE0	C0LGK4
C0LGE0	Q9M0G7
C0LGE0	Q9SH71
Q9FRS6	Q9M8T0
C0LGE0	P47735
C0LGE0	Q9LHP4
C0LGJ9	Q9FRS6
Q9FG24	Q9FRS6
Q9FL63	Q9FRS6
C0LGU5	Q9FRS6
C0LGR9	Q9FRS6
Q6R2J8	Q9FRS6
Q9FRS6	Q9M9C5
Q8W4S5	Q9FRS6
Q42371	Q9FRS6
Q9FRS6	Q9LFS4
O48788	Q9FRS6
Q9FRS6	Q9SKG5
Q9FMD7	Q9FRS6
Q8VYT3	Q9FRS6
Q8RWZ1	Q9SSL9
Q8RWZ1	Q9LFS4
C0LGE4	C0LGR3
C0LGE4	Q9M9S4
C0LGE4	Q6XAT2
C0LGE4	Q94F62
Q6R2J8	Q8RWZ1
C0LGE4	C0LGP2
C0LGE4	C0LGQ5
C0LGE4	O81069
Q8LPS5	Q8RWZ1
Q8RWZ1	Q9LJF3
Q8RWZ1	Q9FG24
C0LGE4	Q9ZVR7
C0LGE4	Q9LIG2
C0LGE4	Q9LHP4
Q9FL63	Q9M9S4
Q9M0G7	Q9M9S4
C0LGR3	Q9M9S4
C0LGR6	Q9M9S4
C0LGG8	Q9M9S4
Q9M9S4	Q9SSL9
C0LGS2	Q9M9S4
C0LGF4	Q9M9S4
O82318	Q9M9S4
C0LGL9	Q9M9S4
Q9LPT1	Q9M9S4
Q94C77	Q9M9S4
C0LGU1	Q9M9S4
C0LGQ9	Q9M9S4
Q9LRT1	Q9M9S4
Q0WR59	Q9M9S4
C0LGS3	Q9M9S4
O49545	Q9M9S4
C0LGF5	Q9M9S4
Q9C9N5	Q9M9S4
Q9M9S4	Q9SKB2
Q9M9S4	Q9SNA3
Q9M9S4	Q9ZPS9
O22938	Q9M9S4
Q9M2Z1	Q9M9S4
C0LGK9	Q9M9S4
C0LGI5	Q9M9S4
O65924	Q9M9S4
C0LGT5	Q9SHI2
C0LGQ7	Q9SHI2
C0LGV0	Q9SHI2
Q9FZ59	Q9LP77
C0LGV0	Q9FZ59
Q9FZ59	Q9LJM4
Q9FZ59	Q9XIC7
Q9FZ59	Q9SH71
C0LGL4	Q9FZ59
Q9FN93	Q9FZ59
Q84MA9	Q9FZ59
Q3E991	Q9FZ59
C0LGP9	Q9FZ59
O49545	Q9FZ59
C0LGK4	Q9FZ59
Q0WVM4	Q9FZ59
Q9FK10	Q9FZ59
Q9C9Y8	Q9FZ59
Q9FL63	Q9FZ59
Q9FZ59	Q9M8T0
Q9FMD7	Q9FZ59
Q9FZ59	Q9LVI6
Q6R2K1	Q9FZ59
Q8W4S5	Q9SHI2
Q93ZS4	Q9SHI2
O81069	Q9SHI2
O64483	Q9SHI2
Q9C8M9	Q9SHI2
C0LGL4	Q9SHI2
O04567	O22476
C0LGW6	O04567
O04567	Q9FL63
O04567	Q8LPS5
O04567	Q42371
O04567	Q9FG24
O04567	Q9FL28
O04567	Q6R2J8
O04567	Q9LUL4
O04567	Q9LPT1
O04567	Q9LJF3
C0LGI5	O04567
O04567	Q9ZWC8
O04567	Q6R2K1
O04567	Q9SKG5
O04567	Q06BH3
O04567	Q94AG2
C0LGX3	O04567
O04567	Q9C7S5
O04567	Q8RY65
C0LGF4	Q9LVI6
C0LGF4	Q8VYT3
C0LGF4	C0LGR9
C0LGF4	Q9FMD7
C0LGF4	Q9M8T0
C0LGF4	Q9M9C5
C0LGR6	Q9XIC7
C0LGF5	Q9FG24
C0LGF5	C0LGK4
C0LGF5	Q9LFS4
C0LGF5	Q9C9Y8
C0LGF5	Q0WVM4
C0LGF5	Q9FK10
C0LGF5	Q9M8T0
C0LGF5	Q9M9C5
C0LGF5	Q9FL63
C0LGF5	Q9SUQ3
C0LGF5	C0LGU5
C0LGF5	C0LGR9
C0LGF5	Q8W4S5
C0LGF5	Q9FMD7
C0LGF4	Q9XIC7
C0LGF4	C0LGQ5
C0LGF4	Q9LP77
C0LGF4	Q9C9Y8
C0LGF4	C0LGL4
C0LGF4	C0LGV0
C0LGF4	Q8W4S5
C0LGF4	Q94F62
C0LGF4	Q9SUQ3
C0LGF4	Q9FL63
Q9LRT1	Q9XIC7
Q9XIC7	Q9ZPS9
Q9SKB2	Q9XIC7
O82318	Q9XIC7
O49545	Q9XIC7
C0LGS2	Q9XIC7
C0LGS3	Q9XIC7
C0LGH8	Q9XIC7
O22476	Q9LP77
Q0WVM4	Q9LP77
Q9FN93	Q9LP77
Q9LP77	Q9ZVR7
Q9FN37	Q9LP77
Q9LP77	Q9ZPS9
C0LGK9	Q9LP77
C0LGI2	Q9LP77
C0LGW2	Q9LP77
Q9LP77	Q9LYN8
Q9FN94	Q9LP77
Q9FL28	Q9LP77
C0LGG3	Q9LP77
C0LGP2	Q9LPT1
C0LGQ4	Q9LPT1
C0LGQ5	Q9LPT1
C0LGT5	Q9LPT1
C0LGG3	Q9LPT1
Q9LPT1	Q9ZWC8
C0LGT1	Q9LPT1
Q93ZS4	Q9LPT1
C0LGR3	Q9LPT1
C0LGH8	Q9LPT1
O65924	Q9LPT1
C0LGW2	Q9LPT1
Q9LPT1	Q9LYN8
C0LGR6	Q9LPT1
Q6R2K2	Q9LPT1
Q9LPT1	Q9M0G7
Q9LPT1	Q9M2Z1
Q8VZG8	Q9LPT1
C0LGX3	Q9LPT1
O64556	Q9LPT1
Q8LFN2	Q9LPT1
Q42371	Q9LPT1
Q9FN93	Q9LPT1
C0LGQ7	Q9LPT1
C0LGT6	Q9LPT1
Q9FN94	Q9LPT1
Q9LPT1	Q9SYQ8
Q8RY65	Q9LPT1
C0LGG3	C0LGS2
C0LGG3	Q9LRT1
C0LGG3	Q6R2K2
C0LGG3	P47735
C0LGG3	C0LGT1
C0LGG3	C0LGR6
C0LGG3	O65924
C0LGG3	Q93ZS4
C0LGG3	C0LGR3
C0LGG3	Q9M0G7
C0LGG3	O49545
C0LGG3	Q9SH71
C0LGG7	C0LGU7
C0LGG7	Q6XAT2
C0LGG7	C0LGR3
C0LGG7	C0LGV1
C0LGG8	Q9FMD7
C0LGG8	Q9FL63
C0LGG8	C0LGR9
C0LGG8	Q9SUQ3
C0LGG7	O49545
Q8LFN2	Q9C8M9
O49545	Q9C8M9
C0LGG8	Q0WVM4
C0LGG8	Q9LFS4
C0LGG8	Q8VYT3
Q42371	Q9C8M9
Q6R2K1	Q9C8M9
Q8LPS5	Q9C8M9
Q9C8M9	Q9FL28
Q9C8M9	Q9FG24
C0LGX3	Q9C8M9
O22476	Q9C8M9
Q9C8M9	Q9LFS4
Q9C8M9	Q9LFG1
Q9C8M9	Q9ZQR3
Q9C7S5	Q9C8M9
Q6R2J8	Q9C8M9
C0LGG8	C0LGJ9
C0LGG8	O22938
C0LGG8	Q8W4S5
C0LGG8	C0LGK4
C0LGT6	Q9C8M9
Q9C8M9	Q9SKG5
Q9C8M9	Q9LJF3
Q6R2J8	Q9ZWC8
Q9LUL4	Q9ZWC8
Q42371	Q9ZWC8
Q6R2K3	Q9ZWC8
C0LGQ5	Q9ZWC8
Q9FL28	Q9ZWC8
Q9ZRF9	Q9ZWC8
Q9C9N5	Q9ZWC8
Q9C7S5	Q9ZWC8
Q9FG24	Q9ZWC8
O49545	Q9ZWC8
Q93ZS4	Q94F62
Q93ZS4	Q9FK10
C0LGQ4	Q93ZS4
C0LGR9	Q93ZS4
Q8LFN2	Q93ZS4
Q93ZS4	Q9LHP4
C0LGI2	Q93ZS4
Q93ZS4	Q9FN94
Q93ZS4	Q9SUQ3
Q93ZS4	Q9FII5
C0LGH8	Q93ZS4
O64556	Q93ZS4
C0LGU5	Q93ZS4
Q93ZS4	Q9SSL9
Q93ZS4	Q9FMD7
Q8W4S5	Q93ZS4
O81069	Q93ZS4
O64483	Q93ZS4
Q84MA9	Q9LT96
O64556	Q84MA9
Q84MA9	Q9SKB2
Q84MA9	Q9FN37
O49545	Q93ZS4
Q0WR59	Q93ZS4
Q93ZS4	Q9LIG2
C0LGK4	Q93ZS4
Q93ZS4	Q9C9Y8
Q93ZS4	Q9LJM4
Q0WVM4	Q93ZS4
C0LGP9	Q93ZS4
C0LGW2	Q93ZS4
C0LGT5	Q93ZS4
Q93ZS4	Q9LVP0
C0LGH8	Q9M9C5
C0LGH8	Q6XAT2
C0LGH8	C0LGR6
C0LGH8	Q9SH71
C0LGH8	Q9S7I6
C0LGP9	Q9SH71
Q9SH71	Q9SNA3
Q9FK10	Q9SH71
C0LGL9	Q9SH71
C0LGJ1	Q9SH71
P43298	Q9SH71
C0LGV0	Q9SH71
Q9LJF3	Q9SH71
Q9SH71	Q9SSL9
Q9SCT4	Q9SH71
Q8LFN2	Q9SH71
O64556	Q9SH71
Q8VZG8	Q9SH71
Q9S7I6	Q9SH71
Q9M2Z1	Q9SH71
C0LGP2	Q9SH71
Q9FN93	Q9SH71
C0LGT5	Q9SH71
Q9SH71	Q9ZQR3
C0LGQ5	Q9SH71
Q8RY65	Q9SH71
C0LGQ4	Q9SH71
C0LGQ7	Q9SH71
Q9FN94	Q9SH71
C0LGW2	Q9SH71
C0LGI2	Q9SH71
C0LGH8	C0LGW2
C0LGH8	Q9LUL4
C0LGH8	C0LGX1
C0LGH8	Q9FL63
C0LGH8	C0LGJ9
C0LGH8	Q9C9Y8
C0LGH8	C0LGU7
C0LGH8	Q9FN94
Q9M8T0	Q9SH71
Q6R2K2	Q9SH71
P43298	Q8W4S5
P43298	Q9LVI6
P43298	Q9S7I6
Q9M0G7	Q9SH71
Q42371	Q9SH71
Q9SH71	Q9ZPS9
C0LGN2	Q9SH71
Q9LIG2	Q9SH71
Q9FL28	Q9SH71
Q9C9N5	Q9LVI6
P43298	Q9M8T0
C0LGR9	Q9C9N5
Q9C9N5	Q9FG24
Q9C9N5	Q9SUQ3
Q42371	Q9C9N5
Q9C9N5	Q9LJF3
Q9C9N5	Q9ZRF9
Q8LPS5	Q9C9N5
Q9C9N5	Q9FMD7
C0LGW6	Q9C9N5
Q6R2J8	Q9C9N5
Q9C9N5	Q9LFS4
Q6R2K3	Q9C9N5
Q9C9N5	Q9LUL4
Q8VYT3	Q9C9N5
Q94F62	Q9C9N5
P43298	Q9C9Y8
P43298	Q9LJM4
P43298	Q0WVM4
P43298	Q9SCT4
P43298	Q3E991
C0LGP9	P43298
P43298	Q9FN93
P43298	Q9M9C5
O49545	P43298
C0LGI5	Q9C9N5
Q9C9N5	Q9M8T0
Q9C9N5	Q9FL63
O64483	P43298
C0LGV0	P43298
Q9C9N5	Q9FL28
Q8RY65	Q9C9N5
C0LGL4	Q9C9N5
O64483	Q9C9N5
C0LGJ9	Q9C9N5
Q6XAT2	Q9C9N5
Q94AG2	Q9C9N5
Q06BH3	Q9C9N5
C0LGI2	O65924
C0LGI2	C0LGR6
C0LGI2	C0LGT1
C0LGI2	Q9M2Z1
C0LGI2	P47735
C0LGI2	Q9LVP0
C0LGI2	Q9LYN8
C0LGI2	O49545
C0LGI2	Q9M0G7
C0LGI2	C0LGR3
Q9M9C5	Q9ZPS9
C0LGU1	Q9M9C5
C0LGJ1	Q9M9C5
Q9LYN8	Q9M9C5
C0LGL9	Q9M9C5
Q9LIG2	Q9M9C5
Q8VZG8	Q9M9C5
Q9LFS4	Q9M9C5
C0LGP2	Q9M9C5
O82318	Q9M9C5
C0LGN2	Q9M9C5
Q6R2J8	Q9M9C5
Q9M9C5	Q9SSL9
C0LGR3	Q9M9C5
Q9M9C5	Q9S7I6
C0LGQ9	Q9M9C5
C0LGU7	Q9M9C5
O49545	Q9M9C5
Q9M9C5	Q9SNA3
C0LGI2	Q9ZVR7
C0LGI2	Q9LJM4
Q9LT96	Q9M9C5
O64556	Q9M9C5
C0LGI5	Q9LJF3
C0LGS2	Q9M9C5
C0LGI5	Q9FL28
C0LGI5	Q9FG24
C0LGI5	Q6R2J8
C0LGI5	Q42371
